Name,Address,P.O.Box,Phone,Mobile,Email,Webpage,Fax,Country,City
Rayners Residential High School,Minbhawan,8973NPC212,4473433,,rayners@enet.com.np,,,,
Readers Public High School,"Tamghas-5,Gulmi",,079-520116,,,,,,
Red Star Secondary English Boarding School,"Pathari-2,BuddhaChowk",,021-555078,,,,,,
Reed Model English Boarding School,Swoyambhu,,"4890465,4890499",,info@reedmodelschool.com,www.reedmodelschool.com,,,
Rehdon Higher Secondary School & College,Samakhushi,"9960,Ktm","4352761,4364106",,rehdon@info.com.np,www.rehdoncollege.edu.np,,,
Reliable English School,Bhimsengola,,4468161,,,sourcesNpabsan,,,
Reliable English School,Bhatbhateni,,9841261410,,,,,,
Reliance Int'l Academy,Kapan,"809,Ktm","4810529,4811552",,,,,,
Reliance International Academy,"Kapan,3MilesChowk",,"4810529,4811552",,ria@mail.com.np,www.rianepal.edu.np,,,
Reliance International Academy,Chabahil,"809,ktm","4478836,4461445,9851055016",,ria@mail.com.np,www.rianepal.edu.np,4811763,,
Reliance Residential School,OldBaneshwor,"3460,Ktm",4473237,,reliance@enet.com.np,,,,
Renbow Int'l School,Samakhusi,,4363005,,,sourcesNpabsan,,,
Republica International College,Kupondole,,"5521235,5528307",,info@advanceacademy.edu.np,www.advancedacademy.edu.np,,,
Rhododendron Int'l Higher Secondary Boarding School (RIBS),"Balambu,Mahadevsthan",,"4312317,4312257",,ymb@wlink.com.np,www.ribs.edu.np,,,
RIBS College of Advanced Learning,Kalankisthan,,"4312257,4312317",,ymb@wlink.com.np,www.nepal-schools.com/ribs,,,
Richmond Academy,"Kalanki,Awartanagar",,"4275927,4273861",,,,,,
Ridi Higher Secondary School,Gulmi,,079-529431,,,,,,
Rising Rays Boarding School,Putalisadak,,"4436024,4433415,4424711",,deepakk_c@hotmail.com,,,,
Rising Star School,Bafal,,"4281602,4271467",,ram_kshetri2001@yahoo.com,sourcesNpabsan,,,
Rising Star School,Putalisadak,,4430327,,,,,,
Riviera International Academy,"Maijubahal,Chabahil",,"4462223,4485087",,info@riviera.edu.np,,,,
Rosebud School,Buddhanagar,,"4780923,4783003",,info@rosebud.edu.np,www.rosebud.edu.np,,,
Rudra Academy,Kalankisthan,,"4270119,4281819",,,www.nepal-schools.com/rudra,,,
Rukmini Higher Secondary School,Rukum,,088-649101,,,,,,
Rumjatar Higher Secondary School,Okhaldhunga,,037-540119,,,,,,
Rupak Memorial Int'l High School,Kupondole,,5523748,,,,,,
Rupy's International School,"Bafal,Tahachal","20,Ktm","4282907,4270540",,rupyschool@wlink.com.np,www.rupys.edu.np,4283418,,
Sacred Heart B. School,Kathmandu,,4353861,,shs_school@hotmail.com,,,,
Sacred Heart Secondary School,Itahari,,584322,,,,,,
Sadananda Higher Secondary School,"Dingla,Bhojpur",,029-429057,,,,,,
Sagarmatha Boarding High School,Jawalakhel,"3345,Ktm","5526415,5524924",,,,,,
Sagarmatha College,Dharan-10,,520263,,,,,,
Sagarmatha Education Academy,Kamalpokhari,,4423829,,,sourcesNpabsan,,,
Sagarmatha Higher Secondary School,"Ranibas,Bhojpur",,029-429065,,,,,,
Sagarmatha Higher Secondary School,Kaski,,532798,,,,,,
Sagarmatha Multiple College,Dillibazar,"19363,Ktm","4433334,4433810",,info@smcollege.edu.np,www.smcollege.edu.np,4433190,,
Sahashraling Higher Secondary School,"Chamada,Dadeldhura",,096-429230,,,,,,
Sahid Dharma Bhakta Higher Secondary School,Jhapa,,023-539003,,,,,,
Sahid Higher Secondary School,Okhaldhunga,,037-520206,,,,,,
Sahid Smriti Madhyamik Vidhyalaya,Dharan-8,,520937,,,,,,
Sai Nilayam Sec. Boarding School,Kalimati,,4285857,,,,,,
Sai trinity School,Gongobu,,4356872,,,sourcesNpabsan,,,
Sailputri Higher Secondary School,Lamjung,,066-529324,,,,,,
Saipal Academy,Sukedhara,"3503,Ktm","4378154,4650924",,readbpmb@wlink.com.np,www.saipal.edu.np,,,
Sakalbhawan Kanya Higher Secondary School,Dhanusha,,520448,,,,,,
Sakkal Bhawari Kanya Madyamik Bidyalaya,MillsArea,,520253,,,,,,
Salvenia Academy,Balaju,,4355555,,,sourcesNpabsan,,,
Samakhushi English Boarding (SEB) School,Samakhusi,"12008,Ktm",4353049,,ythapa2003@yahoo.com,,,,
Samata Sikshya Niketan,Boudha,,4469756,,samata@hons.com.np,,,,
Sambodha Kinder Garden School,Tinchuli,,4490474,,,,4493970,,
Sambotta High School,Teenchuli,"2538,Ktm",4490474,,sambodha@hons.com.np,,4493970,,
Samten Memorial Education Academy,Kapan,"10527,Ktm",16223462,,thi@wlink.com.np,sourcesNpabsan,4820043,,
Samten Memorial School,Chamati,,"4355227,4357205",,,,,,
Sanatan Dharma Higher Secondary School,Baitadi,,095-529355,,,,,,
Sanishchare Higher Secondary School,Jhapa,,023-540564,,,,,,
Sanjibani Higher Secondary School,Dhulikhel,,490107,,,,,,
Sanjiwani Model Higher Secondary School,Dhulikhel,,"490436,9841222114,9841306731",,,,,,
SANN International College,Gairidhara,"5582,Ktm","4420509,4430840",,info@sann.edu.np,,4421803,,
Sanskar English School,Kapan,,"2070519,4811078",,,sourcesNpabsan,,,
Sanskrit Secondary School,Ranipokhari,,4249275,,,,,,
Santoshi Pre Primary School,Mahankal,,"4470894,2070306",,,,,,
Sapta Gandaki Boarding School,Dhapasi,"13808,Ktm",4353869,,sapta@wlink.com.np,,,,
Saptakoshi English Boarding High School,"Urlabari-2,Morang",,540396,,,,,,
Sarada Balika Namuna Vidhyalaya,Dharan-16,,520962,,,,,,
Sarada English Boarding School,Nadipur,,531516,,,,,,
Sarada Sikshya Sadan Higher Secondary School,Tanahu,,065-580021,,,,,,
Sarasoti Middle School,Bramhapuri,,520175,,,,,,
Saraswati Adarsha Vidhyashram,Kaski,,"522412,9856020020",,,,,,
Saraswati Boarding Higher Secondary School,Chhetrapati,,"4251374,4251268",,headu10@hotmail.com,,,,
Saraswati English School,TriveniMarg,,523766,,,,,,
Saraswati Vidhya Mandir,Kalimati,,4270184,,,,,,
Saraswati Vidhya Mandir Secondary School,"Mahendranagar,Kanchanpur",,099-521346,,,,,,
Saraswoti English School,"Duwakot,Bhaktapur",,6631646,,,sourcesNpabsan,,,
Saraswoti Higher Secondary School,Arghakhanchi,,077-429377,,,,,,
Saraswoti Higher Secondary School,"Bungal,Bajhang",,092-420321,,,,,,
Saraswoti Higher Secondary School,"Diktel,Khotang",,036-420124,,,,,,
Saraswoti Higher Secondary School,Gulmi,,079-529513,,,,,,
Saraswoti Higher Secondary School,"Pipara,Rautahat",,055-529037,,,,,,
Saraswoti Higher Secondary School,Duhabi,,"580184,540349",,,,,,
Saraswoti Kunj Higher Sec. School & College,Gyaneshwor,11764,4440992,,,,,,
Saraswoti Kunj Secondary School,Gyaneshwor,"6934,Ktm","4412057,4418086",,,www.saraswotikunj.edu.np,,,
Saraswoti Madyamik Bidyamik Bidyalaya,Thakurbadi,,522314,,,,,,
Saraswoti Vidhya Griha,Bhaktapur,,6610202,,,,,,
Sarbamangala Higher Secondary School,Panchkhal,,663056,,,,,,
Sarbodaya Higher Secondary School,Lamjung,,066-529422,,,,,,
Sarbodaya Higher Secondary School,Saptari,,031-520060,,,,,,
Sarbodaya Higher Secondary School,Kadmaha,,522926,,,,,,
Satasidham Higher Secondary School,Jhapa,,023-529611,,,,,,
Sathya Sai Eng. Medium Res. H. School,Gaushala,,4486813,,koirala.suman9@gmail.com,,,,
Sathya Sai School,Gaushala,,"4473777,4486813",,,,,,
Sathya Sai School,"Pinglasthan,Gaushala",,4473777,,poamita03@gmail.com,,,,
Satya Sai Academy,Dhumbarahi,,4429411,,,sourcesNpabsan,,,
Satya Shishu Niketan,PutaliLine,,520417,,,,,,
Satyanarayan High School,BiratnagarRoad,,522814,,,,,,
Saurdeep Boarding School,Balaju,"3363,Ktm",4351000,,,,,,
Saurya Int'l H.S. School & College,Sinamangal,"12284,ktm","4112047,4108150",,info@saurya.edu.np,www.saurya.edu.np,,,
Sautha Higher Secondary School,Sautha,,539801,,,,,,
Sayapatri High School,Nawalparashi,,078-520557,,,,,,
Sayapatri Secondary English School,"Tarahara,Sunsari",,581245,,,,,,
Schems College,Maharajgunj,,"4721296,4720995",,schems_college@hotmail.com,www.schemscollege.edu.np,,,
Scholars' Home,Butwal,,540271,,,,,,
Season English Boarding School,MidBaneshwor,,4483040,,,,,,
Seasons Academy,Balaju,,9841295453,,,sourcesNpabsan,,,
Seb School,Samakhushi,,4353049,,,,,,
Secondary Boarding School,"Itahari-4,Sunsari",,"580323,580586",,,,,,
Secondary Boarding School,LaxmiSadak,,520227,,,,,,
Secret Boarding School,Balaju,,4353861,,,,,,
Serene Hill English School,Shankhu,,4450969,,,,,,
Serene Valley School,MidBaneshwor,"1814,Ktm","4470877,4469113",,serenevalleyschool@gmail.com,,4473651,,
Sesame World,Lazimpat,,4416677,,sesameworld@enet.com.np,,,,
Seto Bangala School,Koteshwor,,4499042,,,sourcesNpabsan,,,
Sewa Sadan English Boarding School,Battisputali,,"4475035,4468875",,sewasadanschool@gmail.com,www.sewasadan.edu.np,,,
Sewa Sadan High School,Kalopul,,"4411294,4419710",,,sourcesNpabsan,,,
Shahid Dharma Bhakta School (SDB),Nakhu,"777,Ktm",5591239,,anurup@wlink.com.np,,5590248,,
Shaileshwori Higher Secondary School,"Silgadhi,Doti",,094-420110,,,,,,
Shakela Higher Secondary School,Khotang,,036-429218,,,,,,
Shambhavi High School,Battisputali,,4470618,,,,,,
Shangri-La Public School,Jorpati,,4910901,,sps@enet.com.np,,,,
Shankar Higher Secondary School,Terhathum,,026-460169,,,,,,
Shankarapur Academy,Jorpati,,4910598,,,,,,
Shankarpur Higher Secondary School,"Pasti,Darchula",,093-429319,,,,,,
Shanti Adarsha High School,Jorpati,,4912175,,info@shantiadarsha.edu.np,,,,
Shanti Barsa Higher Secondary School,Tanahu,,065-560015,,,,,,
Shanti Bhagwati Higher Secondary School,Morang,,560034,,,,,,
Shanti Bidhya Griha Secondary School,Lainchour,,4412099,,,,,,
Shanti Higher Secondary School,Bajhang,,092-420377,,,,,,
Shanti Higher Secondary School,Lamjung,,066-529326,,,,,,
Shanti Ishwori High School,Pyaphal,,4261901,,,,,,
Shanti Niketan Residential High School,SuryaBinayak,"498,Ktm","6610562,6611260",,shanti.niketan@yahoo.com,,,,
Shanti Nikunj School,BhagwatiBahal,,4258145,,,,,,
Sharada Balika Namuna Higher Secondary School,Sunsari,,520962,,,,,,
Sharada Madyamik Bidyalaya,Devpatan,,4472607,,,,,,
Sharada Madyamik Bidyalaya,Dharan,,520130,,,,,,
Sharada Secondary School,Bhaktapur,,6610209,,,,,,
Sharda Higher Secondary School,Barhabise,,661533,,,,,,
Shasi Nilayam School,Golphutar,,4371715,,,sourcesNpabsan,,,
Sheetal Higher Secondary School,Rukum,,088-649102,,,,,,
Shibshanti Madhyamik Vidyalaya,Phoolbari,,521836,,,,,,
Shikhar Academy,Jawalakhel,,"5545629,5523191",,,,,,
Shikhar Boarding Higher Secondary School,Jawalakhel,,"5545629,5523191",,,,,,
Shikharapur Community Shool,Pharping,,4710227,,,,,,
Shikshantar School,Sinamangal,,4111132,,,,,,
Shikshya Niketan Madhyamik Vidhyalaya,Dharan-6,,520324,,,,,,
Shikshya Sadan Madhyamik Vidhyalaya,Dharan-15,,520290,,,,,,
Shining Star School,Lalitpur,,"5521751,5528784",,,,,,
Shining Stars High School,"Sanepa,Lalitpur",,5528784,,,,,,
Shishu Milan Eng. High School,Chunikhel,,4370364,,,,,,
Shishu Niketan School,OldBaneswor,,4490821,,shishuniketan@gmail.com,,,,
Shishu Niketan Secondary English School,"Birauta,Pokhara",,461598,,,,,,
Shishu Nikunja Higher Secondary English School,Sitapaila,,"4278545,4289779",,,,,,
Shishya,BishalNagar,,"4416659,9849466679",,shishya@wlink.com.np,,,,
Shivajan Higher Secondary School,Salyan,,088-529108,,,,,,
Shivalaya Higher Secondary School,Parbat,,067-421147,,,,,,
Shivapuri Higher Secondary School,Maharajgunj,"4789,Ktm",4410877,,sivapuri@enet.com.np,,,,
Shobha Bhagawati English School,Chhetrapati,,4258146,,,,,,
Shova Bhagawati Sec. School,ShovaBhagawati,,4258146,,,,,,
Shova Boarding School,Butwal,,540457,,,,,,
Shree Bajrayoginee Secondary School,Sankhu,,"4450740,4451028",,,sourcesNpabsan,,,
Shree Bajrayogini School,Koteshwor,,9841209764,,,,,,
Shree Balephi S. S.,"Balephi,Sindhupalchowk",,"6915481,9741112613",,,,,,
Shree Balkumari Secondary School,PrayagPokhari,,5527008,,,,,,
Shree Balmiki Memorial Boarding High School,"Pathari-2,Buddhachowk,Morang",,539204,,,,,,
Shree Basu Secondary School,Byasi,,"6610648,6615257,6619014",,,,,,
Shree Bhakta Vidhyashram,Tangal,,4264177,,,,,,
Shree Chamunda Secondary School,Bhurungkhel,,4264917,,,,,,
Shree Chandan Nath Primary School Rukum,"Khlanga,o1-Rukum",112,977088530037,9779857821873,rjrukum@gmail.com,www.rjrukum.blogspot.com,977088530037,Nepal,
Shree Everest English School,Morang,,"524443,532938",,,,,,
Shree Ganesh Himal Secondary School,Gongabu,,4353485,,,,,,
Shree Gyanodaya Secondary School,Baphal,,"4270155,4282772",,,,,,
Shree Higher Secondary School,Sindhuli,,047-529165,,,,,,
Shree Janta Secondary School,Hupsekot-04Beluwa,,078-692780,,,,,Nepal,
Shree Krishna Prabha Sec. School,Hadigun,,4438470,,,,,,
Shree Kumari Secondary School,Jaishidewal,,4251073,,,,,,
Shree Mahankal Jana J. Secondary School,"Mahankal,Golfutar",,4373272,,,,,,
Shree Mahankal Secondary School,Mahaboudha,,4224362,,,,,,
"Shree Mahendra Higher Secondary School,","Chaturale-3,Nuwakot",,977016211743,9751003925,,www.chaturaleschool.edu.np,,Nepal,	Kathmandu
Shree Mangal Deep High School,Boudha,"2087,Ktm",4472007,,,,4497253,,
Shree Modern Era Boarding High School,"CampusRoad,Dhangadhi-8",,"091-523202,524876",,msharmz@rediffmail.com,,,,
Shree Nagar Science Higher Secondary School,Palpa,,075-520126,,,,,,
Shree Namuna English Boarding School,"Butwal-8,Rupandehi",,542823,,,,,,
Shree Narayan Pandit Memorial,MulpaniChour,,2140745,,,,,,
Shree Narayani English Boarding School,Nawalparasi,,078-539434,,,,,,
Shree Navin Jyoti English School,Bhimdhunga,,4037513,,,,,,
Shree Nepal Shanti Secondary School,Hupsekot-03Belahani,,078-540462,,nepalshantiss@gmail.com,,,Nepal,
Shree New Pagoda Residential Secondary School,"Pathari-1,Morang",,021-555306,,,,,,
Shree New Pagoda Residential Secondary School,"Pathari-1,Morang",,555306,,,,,,
Shree Panch Ratna Rajya Laxmi Madhyamic Vidhalaya,PuranoBaneshwor,,"4471757,4493891",,,,,,
Shree Ram High School,Khopasi,,661319,,,,,,
Shree Rastriya Lower School,Ilam,,027-690459,9842780979,raaauilam@gmail.com,,,Nepal,
Shree Rastriya Lower Secondary School,Ilam-Jamuna-8Ingla,,027-690459,9742626643,razzuilam@gmail.com,,9842780979,Nepal,
Shree Sagarmatha English School,Lokanthali,,6632060,,,,,,
Shree Saraswoti Niketan Secondary School,BramhaTole,,4255489,,,,,,
Shree Shakti English Boarding School,ShantiDarshanMarga,,521790,,,,,,
Shree Siddhimangal Higher Secondary School,Siddhipur,,5581243,,,,,,
Shree Tin Chandra Madyamik Bidyalaya,Kalaiya,,053-550112,,,,,,
Shree Tripura Glorious Academy,"Dolkha,Charikot",,049-420331,,,,,,
Shree Vinayak English School,Chabahil,,4472355,,,,,,
Shreekrishna Higher Secondary School,Terhathum,,026-469011,,,,,,
Shridiwa Int'l School,KamalPokhari,,"4434518,4434091,4419991",,shridiwa@ecomail.com.np,www.shridiwa.edu.np,,,
Shrine Academy,Gaushala,,4474774,,,,,,
Shubha Yug Boarding High School,Sitapaila,,4033105,,,,,,
Shubhakamana Academy,Kirtipur,,4330934,,,,,,
Shuvakamana English B. H. School,Manajaiju,,4026599,,,,,,
Shuvatara English School,Lamatar,"6335,Ltp",5580270,,shuvatara@wlink.com.np,,5580270,,
Shuvatara School,Sanepa,"4384,Ktm","5526783,5520742",,shuva@wlink.com.np,,5521849,,
Shwet Barahi English School,Sundarijal,,4450911,,,,,,
Siddhartha Banasthali Science Campus,Balaju,,4353099,,rupak@siddhartha.wlink.com.np,,4350078,,
Siddhartha Boarding Higher Secondary School,"Damak-12,Jhapa",,023-580142,,,,,,
Siddhartha Boarding School,Banepa,,661143,,,,,,
Siddhartha Boarding School,KalikaNagar,,540582,,,,,,
Siddhartha English High School,Banepa,,661143,,,,,,
Siddhartha English School,Sunakothi,,5571175,,,,,,
Siddhartha Higher Secondary Boarding School,"Kawasoti,Nawalparasi",,"078-540168,540368",,,,,,
Siddhartha Higher Secondary School,Phedikhola,,063-429480,,,,,,
Siddhartha Higher Secondary School,Tanahu,,065-529329,,,,,,
Siddhartha Higher Secondary School,Banepa,,661143,,,,661872,,
Siddhartha Madyamik Bidyalaya,Birgunj,,522992,,,,,,
Siddhartha Model School,Manajailju,,16211866,,,,,,
Siddhartha Public Academy,Bagbazar,,"4244867,2003690",,,,,,
Siddhartha Shishu Niketan Primary School,Bhrikutimandap,"993,Ktm",4226743,,sukhi@ntc.net.np,www.sukhihotunepal.org,,,
Siddhartha Shishu Sadan,"VidyutPradhikaranMarg,Janapath",,520656,,jeeves656@yahoo.com,www.siddhartha.netfirms.com,,,
Siddhartha Shishu Sadan Boarding School,Bhadrapur,,"023-521048,520979",,,,,,
Siddhartha Shishu Sadan Higher Secondary School,Morang,,525025,,,,,,
Siddhartha Sishu Sadan,Biratnagar,,528591,,,,,,
Siddhartha Vanasthali Institute,Balaju,,"4350075,4350884,4351848",,rupak@sidarth.wlink.com.np,,,,
Siddhartha Vidhyapeeth Secondary Boarding School,Bishalnagar,,4418200,,stgeorgebw@gmail.com,,,,
Siddhartha Vidya Sadan,NewBaneshwor,,4115754,,info@siddharthavs.com,www.siddharthavs.com,,,
Siddhartha Vidyapeeth,Gathaghar,,6631697,,svp@enet.com.np,,,,
Siddheshwor Higher Secondary School,Ramechhap,,048-529300,,,,,,
Siddhi Children Academy,ShrawanPath,,541412,,,,,,
Sigma College,Sorhakhutte,,4358484,,,,,,
Siksha Niketan Madyamik Bidyalaya,Dharan,,520324,,,,,,
Silver Mountain School of Hotel Management,Lainchaur,,"4415038,4429151",,bhm@silvermountain.edu.np,www.silvermountain.edu.np,,,
Sinam Higher Secondary School,"Sinam,Taplejung",,024-469020,,,,,,
Sipal Academy International Cambridge Gce3 A-level College,Sukedhara,3503,"4378154,4650924",,readbpmb@wlink.com.np,,,,
Sirijung Higher Secondary School,Panchthar,,024-529104,,,,,,
Sirjana English School,Jorpati,,2100101,,,,,,
Sirjana Vidyamandir School,Kathmandu,,4447660,,,sourcesNpabsan,,,
Sirjanshil English School,Maharajgunj,,4720672,,,sourcesNpabsan,,,
Sirjanshil Sec. English School,Babarmahal,,"4256813,4258349",,sirjanshil@gmail.com,www.sirjanshil.educationsansar.com,,,
Sita Janasahyog Higher Secondary School,Dailekh,,089-429556,,,,,,
Sitaram Higher Secondary School,"Jijauramandaun,Doti",,094-429165,,,,,,
Siyanja Patel,Schuchatar,,4281375,,,sourcesNpabsan,,,
Skylark English School,Dhapasi,,"4375444,4376944",,,,,,
Small Heaven Boarding School,Chhetrapati,,4215836,,smallheaven@enet.com.np,,,,
Small Wonders,Bansbari,,2124096,,,,,,
Smriti Child Care & Kindergarten,Basbari,"118,Ktm","4372171,9851078473",,smriti_cck@hotmail.com,,,,
Sneha Boarding School,Kapan,,16223462,,,sourcesNpabsan,,,
Sneha English Boarding School,Baneshwor,,"4488274,4499019",,,sourcesNpabsan,,,
Sneha Secondary English School,Sinamangal,,"4473889,9841443984",,snehadas@enet.com.np,,,,
Snow Apex Academy,Dhobidhara,,4412241,,,,,,
Snow Apex Academy,Dhobidhara,,"4424427,4422002",,snowapex@hotmail.com.np,,,,
Sociatal Secondary School,Sankhu,,9841446891,,,sourcesNpabsan,,,
Societal Higher Secondary School,NewBaneshwor,,"4499019,4488274,4494446",,,,,,
Societal School,NewBaneshwor,,4488274,,sci@wlink.com.np,,,,
Solukhumbu Higher Secondary School,Solukhumbu,,038-620118,,,,,,
Sooryodaya Secondary School,Bhaktapur-6,,6612905,,,,,,
SOS Hermann Gmeiner School,Panauti,"P.O.Box504,Banepa",664350,,hgskavre@mos.com.np,,,,
SOS Hermann Gmeiner School,Sanothimi,"757,Ktm","6630491,6631578",,soshgs@mos.com.np,www.sos-childrensvillages.org,6630191,,
SOS Hermann Gmeiner School,Panauti,"504,Banepa",664350,,hgskavre@mos.com.np,,,,
SOS Hermann Gmeiner School,Pokhara,"36,Pkr","524569,532793",,,,,,
South Point Boarding High School,NewBaneshwor,,"4780605,4781413",,kspbs@hotmail.com,,,,
South Valley High School,Kritipur,,4333554,,,,,,
Southen Paradise School,Goldhunga,,16210045,,,sourcesNpabsoan,,,
Spiral Galaxy Academy,"Mansadak,Bagar-1",,527495,,,,,,
Springdale E. S. B. School,Katunje8,,"6615294,6617273",,springdale@htp.com.np,www.springdale.edu.np,,,
Srijana Gyankunj Higher Secondary School,Morang,,526535,,,,,,
Sringar Bigyan Higher Secondary School,Palpa,,075-520126,,,,,,
Srongtsen Bhrikuti Boarding High School,Boudha,"1609,Ktm",4470122,,srongtsen@wlink.com.np,,4496501,,
St. Devi's English School,Swoyambhu,,4280176,,,sourcesNpabsan,,,
St. Edmond's School,Dhumbarahi,,4370805,,,,,,
St. Jons School,Ghattekulo,,4477532,,,sourcesNpabsan,,,
St. Joseph English School,RatnaChowk,,523264,,,,,,
St. Joseph Higher Secondary School,Morang,,523623,,,,,,
St. Joseph's English Academy,Galfutar,"9785,Ktm",4371715,,amar_stjoseph@yahoo.com,,,,
St. Lawrence College,Chabahil,"1221,Ktm","4487864,4460996",,info@stlawrence.edu.np,www.stlawrence.edu.np,,,
St. Mary's High School,Jawalakhel,,5521574,,,,,,
St. Paul International School,NewBaneshwor,,"4494556,4477081",,info@stpaul.edu.np,www.stpaul.edu.np,,,
St. Thomas High School,Nepalgunj,,081-521423,,,,,,
St. Xavier's High School,Jawalakhel,"50,Ktm","5521050,5521150",,stxgold@mos.com.np,,5540024,,
St. Xavier's High School,Janakpur,,521122,,,,,,
St. Xavier's School,Godavari,"50,Ktm",5560558,,sxgodavari@wlink.com.np,,,,
St. Xaviers's High School,"Shreepur,Birgunj",,"051-524518,521032",,,,,,
Standard Co-Ed High School,Kalankisthan,,"4280809,4271476",,,,,,
Star Secondary Boarding School,Biratnagar,,"528826,530378",,,,,,
Step by Step Boarding School,Masbar-7,,"521476,537476",,stepbystep@bb.com.np,,,,
Stephens International School,Maharajgunj,,"4373004,4378435",,stephens.intl@gmail.com,,,,
Students Open School,BhatbhateniChowk,15142KPC656,4415244,,students-counsel@hotmail.com,,,,
Subijimur  Memorial English School,"Indrapur-8,Morang",,539715,,,,,,
Sudesha High School,Nakhu,8975EPC800,5538604,,,,,,
Sudur Pashchimanchal Higher Secondary School,"Dhangadhi,Kailali",,091-523192,,,,,,
Summit Secondary School,"Dharan-9,Sunsari",,522770,,,,,,
Sumnima Boarding School,Chakupat,,5533176,,,,,,
Sumnima English School,Dharan,,520592,,,,,,
Sun Light School,Maitidevi,,4425936,,,sourcesNpabsan,,,
Sun Shine Boarding High School,NewBaneshwor,,4490302,,info@sunshineschool.edu.np,www.sunshineschool.edu.np,,,
Sun Shine Secondary Boarding School,Siddharthanagar,,520503,,,,,,
Sun Shine Secondary Boarding School,Abukhairani,,065-540071,,,,,,
Sundarban School of Science,DhungaAdda,,"4312128,9841711724",,,,,,
Sungabha English Boarding School,"Amarhat,Dharan-13",,"525310,520804",,,,,,
Sunkoshi High School,Babarmahal,,"4267039,4218944",,,www.sunkoshischool.edu.np,,,
SunKoshi Secondary School,Sindhupalchowk,,663102,,,,,,
Sunlights Secondary,Chabahil,,4486565,,,,,,
Sunmoon English School,Maharajgunj,,4427240,,,,,,
Sunrise Boarding School,Lazimpat,,"4415166,4410763",,sunrise162@hotmail.com,,,,
Sunrise English Boarding School,"Maharani-2,Jhapa",,023-580033,,,,,,
Sunrise English Boarding School,Sainbu,,5591874,,msg2sunrise@gmail.com,,,,
Sunrise English School,Balephi,,680940,,,,,,
Sunrise Public School,"Mahendranagar,Kanchanpur",,099-560213,,,,,,
Sunsari Technical School,SinghaDeviChowk,,520130,,,,,,
Sunshine Higher Secondary School,Bhairawa,,520503,,,,,,
Sunshine School,Dudhpati,,6614835,,,,,,
Super Lucky English School,Jadibuti,,6631015,,,,,,
Supreme Academy,MadhyapurThimi,"25174,Ktm",6634125,,supreme@hotmail.com,,,,
Suprim Int'l School,Gongobu,,4354886,,,sourcesNpabsan,,,
Surena Eng. Boarding School,Dhalko,,"4229555,9841725176",,,,,,
Surya International School,Shantinagar,,4108150,,,,,,
Surya Secondary School,Sankhuwasabha,,029-560233,,,,,,
Suryodaya Jyoti Secondary School,"Dillibazar,Ghattekulo","13249,Ktm",4433619,,lbkc@mail.com.np,www.suryodaya.edu.np/www.suryodayajyoti.blogspot.com,4413609,,
sushana shakya,naradevi,,9843042664,9861047605,sushanashakya08@gmail.com,,,Nepal,
Swapna Batika English School,BuddhaNagar,,4482486,,,,,,
Swarna Shiksha English School,Gokarna,,4800306,,sses@wlink.com.np,,,,
Swarnim School,Dallu,,"4288919,4289959,4263470",,swarnim@ntc.net.np,,,,
Swarnim Shiksha Sadan Secondary School,Bhrungkhel,,"4255412,4266087,4253119",,ssadanedu@yahoo.com,,,,
Swati Sadan Secondary School,Balaju,,4350674,,bijendrachhetri@yahoo.com,,,,
Sworga Bhumi School,Maharajgunj,,4418134,,,sourcesNpabsan,,,
Swornim  Tara Vidya Sadan,Chabahil,,4481857,,,sourcesNpabsan,,,
Swoyambhu High School,Swoyambhu,"11785,Ktm",4283063,,,,,,
Sypres Public High School,Sukedhara,,4371441,,,,,,
T. I. A.,Jorpati,,4449990,,,sourcesNpabsan,,,
Tamakoshi Janajagriti Higher Secondary School,"Khimti,Ramechhap",,048-560120,,,,,,
Tangal Madhyamik Vidhyalaya,Tangal,,4431807,,,,,,
Tara Sadan English School,Mahankal-6,,"2142552,9841646245",,gurung_ramesh1@yahoo.com,sourcesNpabsan,,,
Tara Sadan English School,Dhapasi,,4435546,,,,,,
Tarapunja Education Academy,Pokhara,,"539454,9846020578",,,,,,
Tarkeshwor Vidyakunj,Bansbari,,4436024,,,sourcesNpabsan,,,
Tarun Secondary School,Balaju,,4350294,,,,,,
Tathagat Mithila School,Imadole,,2122095,,tms@enet.com.np,,,,
Tejaswin Boarding School,MidBaneshwor,,4495274,,,,,,
Telic Int'l Model English School,Kuleshor,,4280997,,times_jp@hotmail.com,,,,
Teresa Academy,Gausala,,4492904,,,,,,
Teresha Academy,Dhapasi,,"4363308,4355608",,,sourcesNpabsan,,,
Texas Int'l Higher Sec. School,"Mitrapark,Chabahil",1447,"4483955,4477404",,,www.texasintl.edu.np,4470469,,
Thankot English School,Thankot,,4312930,,,,,,
Tharpu Higher Secondary School,Panchthar,,024-529170,,,,,,
The Ackme Academy,Nayapati,,4450589,,,sourcesNpabsan,,,
The Blue Moon High School,Narayantar,,4372975,,,sourcesNpabsan,,,
The Blue Moon School,Chabahil,,4483955,,bms@enet.com.np,www.bms.edu.np,,,
The British School,Jhamsikhel,"566,Ktm","5521794,5544291,5548041",,tbs@tbs.edu.np,www.tbskathmandu.org,5522012,,
The Celebration Co-Ed.,Jorpati,,4910332,,righteducation@wlink.com.np,,,,
The Chandbagh School,Bansbari,"10130,Ktm","4371229,4371628",,info@chandbagh.edu.np,www.chandbagh.edu.np,,,
